CustomerID,Recency,Frequency,Monetary,Tenure
13485.0,233,1,51103.600000000006,233
13486.0,78,3,167518.5,155
13487.0,58,3,93822.75,353
13488.0,17,17,1101444.3,367
13489.0,105,4,22989.35,295
13491.0,52,10,230273.73,372
13492.0,136,3,128024.8,215
13493.0,275,2,24494.85,287
13494.0,312,1,43666.380000000005,312
13495.0,8,6,166628.44,368
13496.0,11,3,97865.95,360
13497.0,283,3,57185.76,369
13499.0,18,7,108086.05,270
13500.0,23,4,159629.5,123
13501.0,243,2,122461.0,288
13502.0,17,3,40216.68,324
13503.0,71,1,44194.91,71
13504.0,64,1,54041.63,64
13505.0,68,8,586465.68,233
13506.0,312,3,88926.24,370
13507.0,3,4,398380.14,146
13508.0,244,1,32444.920000000002,244
13509.0,9,7,100532.34,284
13510.0,1,5,297126.79,184
13512.0,261,1,43210.71,261
13513.0,127,1,16832.99,127
13514.0,74,1,10876.96,74
13515.0,73,4,160445.80000000002,248
13516.0,21,3,102845.72,239
13517.0,60,5,355872.15,180
13518.0,86,1,117506.78,86
13519.0,50,2,23436.829999999998,78
13520.0,59,8,221776.13,372
13521.0,1,3,1061498.06,10
13522.0,30,1,15633.89,30
13523.0,33,6,399338.3,366
13524.0,41,5,65341.04,220
13525.0,15,2,7907.84,248
13527.0,34,8,635571.6799999999,327
13529.0,79,2,50916.42,205
13531.0,205,2,50740.19,366
13532.0,34,1,171956.06,34
13533.0,183,3,203449.23,268
13534.0,2,43,874610.06,358
13536.0,1,7,435572.96,75
13538.0,43,7,62195.79,316
13539.0,86,4,97796.19,309
13544.0,40,2,210634.65,241
13546.0,12,3,213700.57,201
13548.0,96,2,300185.72,244
13549.0,26,8,106548.15000000001,242
13551.0,319,1,13323.57,319
13552.0,66,16,294454.3,316
13555.0,74,4,321336.72,202
13557.0,28,2,89538.92,281
13558.0,6,4,390719.66000000003,68
13560.0,7,1,92952.99,7
13561.0,216,1,39817.450000000004,216
13562.0,82,3,252750.2,246
13563.0,84,2,116149.94,140
13564.0,144,5,156926.22,368
13565.0,19,2,90023.13,334
13566.0,41,2,449343.66000000003,83
13568.0,173,1,115558.2,173
13569.0,17,2,256877.09,368
13570.0,243,1,80085.72,243
13571.0,13,12,835955.39,254
13572.0,206,1,96604.87,206
13573.0,50,2,91930.29,253
13575.0,23,5,111408.33,176
13576.0,10,20,354629.35,373
13577.0,25,5,232857.02,242
13579.0,15,2,41689.81,369
13581.0,309,1,27397.45,309
13583.0,156,1,117878.51,156
13584.0,307,1,50268.61,307
13587.0,32,3,31245.760000000002,64
13588.0,16,13,466352.11,255
13589.0,15,2,65864.05,180
13590.0,11,7,261061.41,303
13591.0,65,3,159948.29,267
13592.0,36,4,50524.659999999996,264
13593.0,108,6,354954.52,336
13594.0,53,1,71873.94,53
13596.0,6,2,439180.02999999997,13
13598.0,47,2,104590.31,47
13599.0,1,33,697797.79,367
13600.0,312,1,47495.56,312
13601.0,45,2,268860.19,211
13602.0,65,1,55409.02,65
13603.0,26,1,48147.75,26
13606.0,29,3,125962.21,312
13607.0,40,1,272516.01,40
13610.0,12,9,510006.26,285
13611.0,89,4,165316.25,360
13614.0,24,4,505431.49,331
13615.0,313,2,67267.89,319
13617.0,40,3,124527.99,180
13618.0,174,1,44228.09,174
13621.0,117,1,52362.479999999996,117
13623.0,31,7,211549.87,297
13626.0,253,1,51222.82,253
13627.0,59,7,261845.3,358
13629.0,23,11,163224.69,339
13630.0,5,11,263738.97000000003,286
13631.0,100,12,28370.63,267
13632.0,25,6,380855.26,243
13634.0,33,5,476900.72,327
13635.0,68,1,164872.65,68
13636.0,37,6,168588.29,285
13637.0,52,3,238942.9,226
13638.0,16,1,19847.23,16
13639.0,74,1,86734.67,74
13642.0,216,1,162514.45,216
13643.0,31,3,44532.34,186
13644.0,9,5,353585.57,106
13645.0,120,1,5971.1,120
13647.0,10,5,187745.32,235
13649.0,257,2,56307.479999999996,366
13650.0,17,7,216934.65,268
13651.0,35,2,22077.86,40
13652.0,46,3,191070.64,369
13654.0,43,6,405233.58999999997,273
13655.0,114,2,146244.18,242
13656.0,165,2,123607.61,337
13657.0,11,2,33817.22,202
13658.0,10,7,266359.03,204
13659.0,197,3,316431.23,321
13662.0,86,7,153387.92,259
13663.0,179,1,26632.350000000002,179
13666.0,60,3,35841.06,287
13667.0,149,1,255394.62,149
13668.0,3,29,1266981.16,363
13669.0,51,2,14004.16,150
13670.0,75,1,70319.98,75
13672.0,301,6,38168.5,334
13673.0,19,2,169359.89,32
13675.0,151,2,66960.99,285
13678.0,152,1,46851.619999999995,152
13680.0,1,5,596223.43,339
13681.0,18,4,143215.76,155
13682.0,187,1,8076.55,187
13684.0,286,2,58308.42,286
13685.0,3,7,86301.37,60
13686.0,183,1,19808.019999999997,183
13689.0,63,1,17268.29,63
13690.0,59,1,19887.06,59
13692.0,25,5,130092.94,236
13693.0,325,2,13971.679999999998,325
13694.0,4,60,1544184.98,374
13695.0,31,15,192677.37,260
13697.0,39,1,40682.59,39
13699.0,155,1,40914.0,155
13700.0,26,10,509166.29,327
13703.0,318,1,112.95,318
13704.0,5,10,311530.57,88
13705.0,8,3,60918.86,374
13706.0,303,1,63182.83,303
13707.0,267,2,105357.99,315
13708.0,271,1,99597.06,271
13709.0,4,17,869106.65,315
13710.0,32,1,29630.399999999998,32
13711.0,219,2,32391.77,219
13712.0,247,1,27602.84,247
13715.0,281,8,275050.62,373
13716.0,269,1,60193.68,269
13717.0,32,7,274317.85,298
13718.0,246,2,42717.420000000006,296
13719.0,15,5,164200.62,234
13720.0,117,4,116501.07,255
13721.0,36,1,68856.3,36
13722.0,120,4,208459.65,283
13723.0,217,1,10056.54,217
13725.0,50,11,294830.98,309
13726.0,39,2,128819.66,101
13727.0,29,2,49977.009999999995,34
13728.0,37,6,163568.09,311
13730.0,136,2,106281.28,162
13731.0,219,2,108711.59,247
13732.0,28,1,78771.63,28
13735.0,25,8,552795.72,235
13736.0,5,3,475232.51,260
13737.0,200,1,90127.68000000001,200
13739.0,18,1,9664.279999999999,18
13740.0,241,1,54784.46,241
13741.0,72,4,82674.37,217
13742.0,17,14,857114.68,320
13743.0,3,8,99600.34,259
13744.0,95,2,171506.12,292
13745.0,151,2,66271.73,162
13747.0,374,1,1058.89,374
13748.0,96,5,67824.85,374
13750.0,54,5,53741.81,337
13751.0,288,1,10266.48,288
13752.0,124,6,178611.2,247
13753.0,288,1,89890.27,288
13754.0,152,2,25047.75,317
13755.0,4,10,876902.87,63
13756.0,2,15,396255.19,368
13758.0,12,7,330178.68,374
13759.0,33,2,82720.06,71
13760.0,54,2,136472.08,256
13761.0,50,2,148649.36,180
13762.0,204,2,28794.02,219
13763.0,63,3,39190.3,171
13764.0,71,3,553777.09,337
13767.0,2,52,1019774.73,374
13769.0,2,16,354993.38,367
13771.0,64,5,322025.26,247
13772.0,34,3,514539.88,240
13774.0,82,1,69742.26,82
13777.0,1,41,560752.2,373
13778.0,103,1,26599.14,103
13780.0,7,2,128506.21,171
13781.0,251,1,34760.5,251
13782.0,13,6,311392.61,328
13784.0,10,11,67842.05,332
13786.0,367,1,10319.4,367
13787.0,76,2,68335.72,364
13790.0,4,1,106682.19,4
13791.0,43,3,51133.15,168
13792.0,66,2,29615.07,287
13798.0,1,63,1123404.12,372
13799.0,117,2,105317.24,294
13800.0,310,1,79143.27,310
13801.0,67,1,53772.1,67
13802.0,138,6,153808.75,361
13803.0,255,1,27285.64,255
13804.0,31,7,372805.36,290
13805.0,52,2,32915.2,129
13806.0,64,1,26983.07,64
13807.0,367,1,17628.260000000002,367
13808.0,6,5,202817.91,97
13809.0,305,1,49685.33,305
13810.0,29,4,98311.06999999999,56
13811.0,184,4,26795.27,239
13812.0,42,3,89337.48,105
13813.0,40,5,180522.67,135
13814.0,56,3,165658.06,137
13815.0,22,5,446880.67,319
13816.0,24,4,79378.07,64
13817.0,29,2,57923.44,352
13819.0,302,3,73834.92,320
13821.0,145,2,156312.71,262
13822.0,6,2,242136.12,40
13823.0,19,2,104531.97,92
13824.0,33,5,124295.67,310
13826.0,158,2,44179.74,176
13827.0,58,3,238833.1,143
13828.0,22,1,34533.35,22
13829.0,359,1,2914.2799999999997,359
13831.0,16,6,191040.64,370
13832.0,18,2,8204.41,19
13833.0,159,1,55715.17,159
13835.0,25,4,136949.27,215
13837.0,212,2,38753.73,318
13838.0,6,4,428648.25,370
13841.0,253,1,506.92,253
13842.0,59,9,542759.41,367
13844.0,11,1,63041.19,11
13845.0,65,1,41839.94,65
13846.0,25,4,122990.09999999999,360
13848.0,92,3,13417.849999999999,366
13849.0,52,2,243185.77000000002,171
13850.0,88,2,247584.74,129
13851.0,96,3,218341.01,288
13853.0,9,2,65606.03,57
13854.0,9,29,253673.37,366
13856.0,169,5,47689.35,203
13858.0,57,1,23196.45,57
13859.0,326,1,49400.04,326
13860.0,1,6,162172.7,87
13862.0,18,10,336679.0,332
13863.0,245,2,48756.11,248
13865.0,58,4,81547.81,290
13866.0,74,1,10527.880000000001,74
13867.0,31,3,139072.99,218
13868.0,7,2,90739.53,39
13869.0,123,4,718946.4,357
13870.0,2,10,300938.88,288
13871.0,23,14,818340.48,309
13873.0,120,4,58662.39,310
13874.0,358,1,55584.08,358
13875.0,54,5,281421.46,301
13876.0,64,1,17837.239999999998,64
13877.0,86,1,14054.710000000001,86
13878.0,55,1,82748.63,55
13880.0,21,13,435644.04,367
13881.0,4,22,510590.15,312
13882.0,3,6,162768.22,64
13883.0,1,9,399928.77999999997,326
13884.0,7,6,130655.64,283
13885.0,189,2,63574.229999999996,201
13886.0,71,1,39543.89,71
13887.0,204,1,62596.5,204
13888.0,120,2,90626.96,218
13889.0,93,1,38831.38,93
13890.0,1,14,254055.55,359
13892.0,27,4,53196.35,247
13893.0,298,1,43280.9,298
13894.0,22,5,75607.71,310
13895.0,21,5,304730.73,165
13897.0,50,1,41090.14,50
13898.0,326,1,45155.009999999995,326
13899.0,16,2,57759.43,275
13900.0,183,3,110742.95,263
13901.0,72,5,371783.82,319
13904.0,37,2,61555.75,295
13908.0,80,5,285996.55,277
13911.0,57,9,365822.07,308
13914.0,4,3,72316.26,36
13917.0,50,2,44052.69,192
13918.0,50,2,69213.93,253
13919.0,53,3,79341.97,122
13922.0,352,1,10779.100000000002,352
13923.0,54,1,36782.8,54
13924.0,2,11,363661.13,72
13925.0,36,6,119489.95999999999,135
13926.0,23,1,24980.62,23
13927.0,75,1,52464.01,75
13928.0,11,4,63786.41,133
13929.0,169,3,33356.68,326
13930.0,58,2,42805.64,137
13931.0,86,3,142534.03,281
13932.0,295,1,44071.04,295
13933.0,109,2,59252.62,148
13934.0,264,1,75031.52,264
13936.0,171,2,48915.19,180
13937.0,169,1,12191.849999999999,169
13938.0,35,1,20554.51,35
13939.0,23,4,113529.99,312
13940.0,17,4,115853.81,144
13941.0,22,7,147083.94,373
13946.0,79,3,20913.84,268
13947.0,65,1,12456.099999999999,65
13948.0,361,1,12115.97,361
13949.0,3,6,420987.36,95
13950.0,11,5,85752.47,247
13951.0,176,3,97570.59,294
13952.0,211,3,331565.59,239
13953.0,7,7,54060.47,353
13954.0,2,3,70317.8,71
13955.0,154,2,94362.56,306
13956.0,5,5,386037.66,271
13958.0,372,1,11635.04,372
13959.0,79,3,190554.5,362
13960.0,21,2,25854.46,72
13962.0,22,2,13621.09,246
13963.0,308,4,88535.48,368
13967.0,146,1,6532.799999999999,146
13969.0,7,20,1729114.47,365
13971.0,9,11,407200.68,286
13972.0,71,2,40777.78,202
13973.0,287,1,24702.37,287
13974.0,49,1,60929.79,49
13975.0,31,7,931116.3200000001,277
13976.0,207,1,34299.26,207
13978.0,15,2,23014.68,45
13979.0,73,1,139483.79,73
13980.0,60,1,19791.64,60
13982.0,39,5,279928.39,365
13983.0,30,13,304081.59,367
13984.0,27,6,44482.42,366
13985.0,4,16,928803.54,264
13986.0,17,1,39826.41,17
13988.0,20,9,629911.62,255
13989.0,66,2,102905.06,239
13990.0,213,1,50683.61,213
13991.0,12,7,213826.06,143
13992.0,30,1,11003.04,30
13993.0,32,12,318887.8,331
13994.0,4,6,349495.48,148
13995.0,15,6,214701.52,246
13999.0,10,15,567757.55,362
14000.0,206,2,49546.08,211
14001.0,46,4,89831.9,373
14002.0,134,2,131130.65,156
14004.0,43,7,444061.79,289
14005.0,10,5,210616.75,216
14006.0,116,3,76937.41,312
14009.0,198,3,107036.04,205
14012.0,278,1,33799.09,278
14013.0,110,3,92825.87,276
14014.0,77,1,98297.88,77
14015.0,53,1,50753.53,53
14016.0,154,5,378569.83,357
14019.0,47,4,183929.06,138
14020.0,17,2,102882.72,88
14021.0,155,3,64406.479999999996,256
14022.0,225,1,82193.81,225
14023.0,7,2,91600.55,250
14024.0,122,2,46861.11,124
14027.0,61,1,6752.02,61
14029.0,63,2,24206.100000000002,144
14030.0,18,8,617890.59,366
14031.0,7,23,695653.53,372
14032.0,2,18,356058.39,367
14034.0,22,4,206976.02,157
14035.0,29,5,189520.38,298
14036.0,285,1,107606.39,285
14037.0,176,2,67506.09,365
14038.0,78,4,281127.11,207
14039.0,33,1,11503.94,33
14040.0,41,15,649026.15,331
14041.0,266,1,63202.74,266
14044.0,27,4,545411.52,310
14045.0,109,4,18645.0,374
14046.0,284,1,24255.61,284
14047.0,9,7,105320.31999999999,373
14048.0,277,2,209646.05000000002,305
14049.0,17,6,1279918.93,318
14050.0,32,2,160174.19,106
14051.0,1,26,586668.52,367
14052.0,20,1,116477.06,20
14053.0,124,2,14586.9,160
14054.0,65,1,18140.61,65
14055.0,106,1,22905.469999999998,106
14056.0,1,29,2793456.92,284
14057.0,24,18,702024.12,361
14059.0,267,1,23870.17,267
14060.0,5,20,537982.18,373
14062.0,10,12,295193.93,364
14064.0,29,7,196849.84,274
14066.0,267,1,9401.41,267
14067.0,64,2,156129.91,97
14068.0,320,1,59982.04,320
14071.0,4,9,850611.16,265
14073.0,21,2,26620.45,32
14075.0,5,3,115184.67,261
14076.0,129,1,108333.08,129
14077.0,41,5,109762.72,274
14078.0,102,6,138524.63,373
14079.0,125,1,29376.48,125
14080.0,33,1,7824.0,33
14081.0,267,4,410275.22,369
14082.0,365,1,111317.79000000001,365
14083.0,4,9,485681.08,372
14085.0,2,19,1119804.76,369
14087.0,3,2,181224.58,3
14088.0,10,14,1542446.39,322
14089.0,57,1,66827.15,57
14090.0,325,1,3874.499999999999,325
14092.0,8,17,574385.77,373
14093.0,12,1,300141.05,12
14096.0,4,34,12965429.74,102
14098.0,37,1,72079.75,37
14099.0,16,12,676802.85,355
14100.0,138,1,81339.84,138
14101.0,74,6,78223.49,326
14102.0,5,8,186794.05,45
14104.0,155,2,36874.35,166
14105.0,85,2,230114.46,239
14107.0,52,8,296544.78,364
14108.0,31,3,126141.41,102
14109.0,23,2,37794.4,73
14110.0,4,13,417292.68,267
14111.0,14,5,19736.81,242
14112.0,23,12,439882.34,276
14113.0,4,8,132280.82,355
14114.0,274,2,46813.82,331
14116.0,20,5,182260.35,122
14117.0,144,1,16962.22,144
14119.0,354,1,7038.0,354
14121.0,4,6,340622.95,60
14124.0,84,1,8938.43,84
14125.0,11,3,414453.53,78
14126.0,8,4,38568.15,11
14127.0,123,3,95616.09,311
14128.0,61,2,112121.91,256
14129.0,2,5,148380.45,261
14130.0,319,1,169297.44,319
14132.0,2,12,533317.01,184
14133.0,130,5,78129.09,316
14135.0,2,15,336591.51,373
14138.0,2,2,125501.09,64
14139.0,46,1,79430.58,46
14140.0,4,3,189131.57,32
14141.0,3,6,101474.42,105
14142.0,373,1,62036.38,373
14143.0,134,1,21122.81,134
14145.0,47,5,29218.7,217
14146.0,9,6,653402.05,357
14147.0,49,3,16587.76,286
14148.0,234,1,2469.3,234
14149.0,213,3,122264.17,221
14150.0,36,2,56475.08,360
14152.0,75,3,136954.59,234
14154.0,239,2,130917.09,239
14155.0,266,1,7110.9,266
14156.0,10,66,3773194.82,372
14157.0,20,3,136075.24,285
14158.0,40,1,92141.5,40
14159.0,20,14,3008907.91,363
14161.0,216,3,281710.41,369
14162.0,174,2,74901.41,293
14163.0,87,4,153214.93,239
14164.0,71,2,80700.08,81
14165.0,276,1,69268.03,276
14167.0,39,4,153920.36,331
14171.0,98,1,179173.06,98
14173.0,11,4,65281.32,219
14174.0,33,1,65552.61,33
14175.0,51,7,397657.5,330
14176.0,297,5,103911.02,368
14177.0,85,5,113096.37,180
14178.0,9,7,779124.06,182
14179.0,41,2,420777.86,52
14180.0,11,31,645766.54,372
14184.0,67,1,54918.25,67
14185.0,331,1,8552.140000000001,331
14188.0,9,10,218153.32,310
14189.0,2,24,699924.63,369
14191.0,2,14,638196.85,221
14193.0,68,2,114580.39,270
14194.0,5,32,1526947.24,308
14195.0,202,3,18613.87,252
14196.0,107,1,23489.4,107
14198.0,4,7,103195.59999999999,239
14199.0,218,1,5284.15,218
14201.0,60,9,86228.07,359
14204.0,2,1,127652.45999999999,2
14205.0,11,4,96705.87999999999,365
14206.0,239,2,39717.619999999995,361
14208.0,95,1,29488.02,95
14209.0,11,7,198602.42,332
14210.0,91,7,319926.18,372
14211.0,53,13,280801.31,295
14212.0,90,1,20624.95,90
14213.0,372,1,15921.580000000002,372
14214.0,31,7,176156.71,278
14215.0,12,7,245036.89,368
14216.0,3,4,173559.83000000002,38
14217.0,2,24,239062.49,366
14218.0,43,1,38115.58,43
14219.0,4,1,21651.489999999998,4
14220.0,247,2,61207.47,358
14221.0,42,10,510852.34,339
14222.0,177,1,111632.17,177
14223.0,92,4,125196.79000000001,264
14224.0,110,4,267301.44,320
14226.0,29,7,176692.14,269
14227.0,26,15,477505.18,285
14229.0,52,5,109191.64,334
14231.0,179,5,152971.09,289
14232.0,32,8,291514.66,265
14233.0,44,5,133523.5,318
14234.0,22,4,410071.28,57
14235.0,10,6,198795.02,260
14236.0,81,2,39937.29,372
14237.0,373,1,13069.22,373
14238.0,326,1,24375.88,326
14239.0,43,13,273099.73,316
14240.0,30,2,117511.15,226
14241.0,184,1,31636.78,184
14242.0,235,2,36398.17,326
14243.0,9,14,366835.53,366
14245.0,176,5,262358.57,264
14246.0,111,3,161159.43,246
14247.0,278,1,52197.47,278
14248.0,318,1,30923.949999999997,318
14250.0,7,3,228801.75,89
14251.0,2,5,215398.65,58
14256.0,254,3,164080.52,365
14257.0,51,6,283438.05,319
14258.0,9,10,277805.84,338
14259.0,142,1,9023.91,142
14261.0,51,2,106929.53,79
14262.0,8,8,318200.56,241
14264.0,155,3,46918.94,372
14265.0,109,2,62589.81,149
14267.0,151,7,175902.09,261
14270.0,332,1,74635.2,332
14271.0,226,1,29298.9,226
14272.0,74,2,87874.29000000001,254
14273.0,51,4,59799.86,242
14276.0,88,5,180511.79,290
14277.0,15,4,542296.53,212
14280.0,197,1,25507.65,197
14282.0,3,15,391609.2,368
14284.0,31,3,91079.92,86
14285.0,21,4,64564.39,177
14286.0,24,5,718291.11,243
14287.0,8,4,46098.87,199
14288.0,212,2,54871.979999999996,213
14289.0,9,6,130248.56,290
14290.0,11,6,262166.87,362
14291.0,2,12,649700.19,275
14292.0,8,14,292267.98,326
14293.0,3,4,132631.45,369
14295.0,40,2,16744.5,333
14297.0,18,6,162421.23,275
14298.0,3,45,4123714.52,360
14299.0,8,18,422622.29,366
14300.0,19,1,6314.530000000001,19
14301.0,108,2,33233.99,117
14304.0,223,2,67430.09,301
14305.0,71,5,285669.2,135
14306.0,51,3,81820.44,86
14307.0,89,6,470783.79,374
14309.0,8,10,301062.94,358
14311.0,225,2,69414.35,243
14312.0,47,6,230545.81,337
14314.0,107,1,15682.89,107
14315.0,21,7,288186.69,266
14317.0,65,1,61217.69,65
14320.0,207,3,126032.53,333
14321.0,11,5,302020.55,334
14323.0,115,4,107796.58,239
14326.0,235,2,32004.02,242
14327.0,163,1,30952.36,163
14329.0,9,14,683107.66,329
14331.0,124,2,71468.86,135
14332.0,23,3,72997.27,148
14333.0,64,2,66939.41,68
14334.0,17,9,412504.44,358
14335.0,16,2,143261.9,96
14336.0,17,4,272773.6,276
14338.0,158,4,88866.21,196
14339.0,235,4,52074.32,243
14340.0,219,1,13983.24,219
14341.0,45,9,333540.3,318
14342.0,21,6,52854.68,210
14344.0,127,8,172677.9,369
14345.0,39,1,16208.0,39
14346.0,121,2,135430.45,297
14348.0,260,1,36352.47,260
14349.0,10,1,81795.84,10
14350.0,271,2,59235.05,274
14351.0,165,1,825.6,165
14352.0,157,4,107041.79,273
14353.0,215,1,14810.740000000002,215
14354.0,6,2,17504.57,30
14355.0,366,1,27122.170000000002,366
14356.0,60,4,104555.93,81
14357.0,43,1,107279.46,43
14359.0,19,6,138788.97,88
14360.0,32,4,287300.46,95
14362.0,22,1,97407.04,22
14364.0,109,8,170940.35,211
14367.0,8,19,1310924.87,276
14368.0,320,1,24253.29,320
14371.0,295,1,5244.120000000001,295
14373.0,358,1,13983.33,358
14375.0,185,1,245584.48,185
14377.0,191,2,30192.829999999998,262
14379.0,44,2,120312.32,295
14381.0,52,1,136355.86,52
14382.0,26,1,350020.88,26
14383.0,38,3,145238.71,164
14385.0,9,3,55333.16,24
14386.0,297,1,17381.07,297
14387.0,33,3,389242.6,109
14388.0,9,10,481824.98,373
14389.0,9,5,167622.19,319
14390.0,10,13,760914.29,373
14393.0,218,1,7480.67,218
14395.0,2,12,847369.71,372
14396.0,65,2,175717.88,371
14397.0,1,23,229146.58,214
14400.0,141,2,78812.28,149
14401.0,4,14,441693.63,360
14403.0,130,5,65645.59,247
14404.0,34,7,261364.76,369
14406.0,119,1,38999.59,119
14407.0,107,9,172094.41,277
14408.0,11,7,217114.47,264
14409.0,71,7,173066.04,368
14410.0,16,15,751467.35,306
14411.0,311,1,34929.31,311
14412.0,35,3,116126.0,73
14413.0,362,1,73205.54,362
14414.0,92,8,254165.68,359
14415.0,1,18,1584518.15,360
14416.0,22,2,28539.79,42
14418.0,4,3,284550.69,108
14419.0,11,6,455352.91000000003,365
14420.0,85,2,96066.58,99
14421.0,57,2,75936.75,212
14422.0,1,6,546480.46,267
14423.0,218,1,4909.990000000001,218
14424.0,18,1,99.18,18
14426.0,19,16,641368.49,360
14427.0,50,2,46498.48,64
14428.0,7,7,384574.43,325
14431.0,299,2,72913.93,303
14432.0,10,6,942859.35,89
14434.0,22,6,31634.52,72
14436.0,99,1,15725.489999999998,99
14437.0,143,2,9889.92,366
14438.0,306,1,22552.98,306
14439.0,320,1,81150.16,320
14440.0,8,5,133166.34,366
14441.0,1,10,154450.82,365
14442.0,2,5,188626.0,317
14443.0,54,7,267124.09,372
14446.0,1,4,779099.49,247
14447.0,19,5,178925.12,281
14448.0,9,2,44508.36,364
14449.0,19,4,702839.77,372
14450.0,181,3,106568.23,321
14451.0,60,2,284058.36,195
14452.0,11,2,168434.88,94
14453.0,190,1,51032.99,190
14456.0,5,14,2557460.04,142
14457.0,311,1,10607.48,311
14459.0,155,1,114738.86,155
14460.0,110,4,27430.0,311
14461.0,148,3,443219.55,262
14462.0,64,15,621682.26,340
14463.0,98,3,9385.77,205
14465.0,247,3,346717.99,303
14466.0,29,7,176185.51,372
14467.0,18,4,253337.14,313
14470.0,12,2,114454.76,288
14472.0,104,8,703967.29,355
14473.0,74,2,30738.49,282
14474.0,43,2,64707.58,46
14475.0,72,6,126771.06,305
14476.0,257,1,40937.21,257
14477.0,20,5,23500.79,297
14479.0,254,2,33396.33,365
14480.0,11,1,44752.99,11
14481.0,165,2,97402.47,287
14482.0,18,6,390529.62,239
14483.0,150,2,16546.94,282
14484.0,50,1,47959.51,50
14485.0,39,1,124589.74,39
14487.0,27,7,381040.75,368
14488.0,51,2,151750.81,68
14489.0,207,1,67646.44,207
14491.0,175,2,41958.03,373
14493.0,7,7,338866.22000000003,155
14494.0,26,1,20158.9,26
14495.0,51,2,11355.279999999999,121
14496.0,312,2,38017.65,373
14497.0,301,2,77460.33,309
14498.0,43,5,480514.87,362
14499.0,26,3,570743.93,279
14500.0,88,3,16246.74,190
14501.0,64,3,16230.02,320
14502.0,20,14,1640323.67,313
14503.0,3,6,427917.11,179
14504.0,47,4,315885.95,278
14505.0,17,11,1981005.06,362
14506.0,17,5,776958.44,369
14507.0,24,7,256291.69,276
14508.0,22,2,169728.11,90
14511.0,11,6,189383.57,134
14512.0,188,2,50216.67,232
14513.0,101,4,34714.36,289
14514.0,61,3,211171.62,331
14515.0,18,6,249262.4,219
14517.0,33,2,58634.92,142
14518.0,64,1,43149.04,64
14520.0,2,2,14651.98,291
14522.0,24,4,28587.100000000002,198
14523.0,108,1,21768.4,108
14524.0,32,9,552080.26,361
14525.0,9,13,712466.03,361
14527.0,3,86,2643709.28,374
14528.0,37,1,46487.38,37
14529.0,60,3,612598.27,110
14530.0,26,6,556219.88,297
14532.0,236,4,170039.81,352
14533.0,25,9,163882.62,353
14534.0,3,25,1411160.42,319
14535.0,59,4,913089.01,249
14536.0,260,1,60395.61,260
14537.0,58,1,21796.87,58
14538.0,65,2,34112.98,256
14539.0,16,2,93867.16,45
14540.0,10,3,227952.29,309
14541.0,59,8,264339.43,319
14542.0,186,1,11442.43,186
14543.0,4,21,282036.63,365
14544.0,24,2,307526.35,362
14546.0,4,9,1075570.24,249
14547.0,4,9,936651.23,54
14548.0,151,2,3494.9,318
14549.0,311,1,136274.61000000002,311
14550.0,11,2,114798.78,45
14551.0,18,2,18158.82,204
14552.0,152,1,161951.91,152
14553.0,19,5,255472.24,339
14554.0,10,4,524945.39,52
14555.0,57,2,58351.22,302
14557.0,64,2,69683.72,85
14560.0,7,24,162292.65,358
14561.0,76,3,156038.41,184
14562.0,4,22,1204344.86,304
14565.0,96,6,276587.71,361
14566.0,111,1,5832.07,111
14567.0,35,3,86391.61,130
14569.0,1,1,21284.63,1
14570.0,281,2,87735.33,281
14572.0,3,10,645674.39,324
14573.0,180,13,587979.47,372
14576.0,372,1,6673.799999999999,372
14577.0,13,4,310587.39,363
14578.0,3,1,45530.93,3
14581.0,17,1,52430.69,17
14582.0,41,1,14568.42,41
14583.0,6,5,873781.1,206
14584.0,169,5,242264.36000000002,198
14585.0,50,1,96239.04,50
14586.0,227,3,62017.66,277
14587.0,19,10,909563.96,331
14589.0,372,1,11777.56,372
14591.0,15,4,490669.28,213
14592.0,35,3,373854.39,64
14593.0,22,3,408122.12,199
14594.0,7,2,131405.72,373
14595.0,20,6,268368.09,313
14597.0,11,2,148522.13999999998,192
14598.0,44,1,129654.7,44
14600.0,306,1,43938.87,306
14601.0,11,1,21518.03,11
14603.0,275,1,4768.549999999999,275
14606.0,1,128,7144512.92,373
14607.0,16,17,294992.63,261
14608.0,4,4,50205.08,362
14609.0,72,4,3438.58,297
14616.0,243,3,6114.530000000001,318
14618.0,9,4,48618.630000000005,366
14619.0,239,2,60138.52,246
14620.0,204,3,77439.90000000001,284
14621.0,1,6,264761.85000000003,358
14622.0,185,1,60283.62,185
14623.0,32,6,335072.11,235
14624.0,57,2,33733.68,59
14625.0,185,5,145086.47,372
14626.0,9,7,290100.38,233
14627.0,312,1,14463.900000000001,312
14628.0,91,2,49151.11,242
14629.0,4,3,424150.32,47
14631.0,51,3,102429.48,299
14632.0,263,1,25179.27,263
14633.0,266,1,50921.47,266
14636.0,36,2,64477.68,269
14638.0,51,1,60538.51,51
14639.0,52,8,417802.45,361
14640.0,16,8,279071.52999999997,228
14641.0,22,1,17037.87,22
14642.0,59,1,1790.83,59
14643.0,170,3,93918.70999999999,358
14644.0,9,4,76440.93,298
14645.0,157,2,52406.74,276
14646.0,2,77,5418075.66,355
14647.0,201,1,47976.13,201
14649.0,5,4,483894.11,212
14651.0,67,2,279177.9,211
14652.0,77,1,77347.8,77
14653.0,1,7,581664.21,338
14655.0,4,5,102032.13,222
14656.0,169,2,198693.38,283
